booking_id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,arrival_date,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
HB-105756,City Hotel,0,39,2025,February,7,12,2025-02-12,2,1,2,0.0,0,HB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,156.0,0,1
HB-106535,City Hotel,0,19,2025,February,9,25,2025-02-25,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,65.0,1,0
HB-071323,City Hotel,1,279,2025,July,27,2,2025-07-02,2,1,1,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,1
HB-001257,Resort Hotel,0,32,2023,August,34,21,2023-08-21,2,4,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,178.33,0,2
HB-104048,City Hotel,0,84,2025,January,1,2,2025-01-02,1,2,3,0.0,0,BB,THA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,126.0,0,1
HB-103136,City Hotel,0,52,2024,December,50,9,2024-12-09,2,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,96.9,0,1
HB-028366,Resort Hotel,0,0,2024,September,40,30,2024-09-30,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,131.0,1,0
HB-013727,Resort Hotel,1,98,2025,August,35,28,2025-08-28,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,,0,Transient,190.0,0,1
HB-056512,City Hotel,1,426,2024,September,36,8,2024-09-08,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0
HB-080591,City Hotel,0,2,2023,November,46,19,2023-11-19,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,98.0,0,0
HB-110999,City Hotel,0,137,2025,April,18,30,2025-04-30,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,137.7,0,3
HB-104343,City Hotel,0,74,2025,January,2,7,2025-01-07,2,3,2,0.0,0,BB,ROU,Groups,TA/TO,0,0,0,D,D,2,No Deposit,330.0,,0,Transient-Party,78.0,0,2
HB-000009,Resort Hotel,1,85,2023,July,26,1,2023-07-01,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,82.0,0,1
HB-053918,City Hotel,1,32,2024,July,27,1,2024-07-01,4,7,1,0.0,0,BB,NLD,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,168.3,0,0
HB-040743,City Hotel,0,0,2023,August,31,6,2023-08-06,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,,9.0,0,Transient,81.0,0,0
HB-103936,City Hotel,0,41,2024,December,52,27,2024-12-27,1,5,2,0.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,220.0,,0,Transient-Party,70.0,0,1
HB-054953,City Hotel,1,5,2024,August,31,1,2024-08-01,1,1,1,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.0,0,1
HB-071943,City Hotel,1,141,2025,July,29,15,2025-07-15,2,4,2,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,141.3,0,1
HB-097917,City Hotel,0,91,2024,September,38,19,2024-09-19,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168.0,,0,Transient,80.75,0,0
HB-000756,Resort Hotel,1,101,2023,July,30,27,2023-07-27,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,219.43,0,2
HB-073446,City Hotel,1,105,2025,August,34,22,2025-08-22,0,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,0
HB-090644,City Hotel,0,18,2024,June,23,8,2024-06-08,0,1,2,0.0,0,BB,TUR,Groups,Direct,0,0,0,A,A,0,Non Refund,,,2,Transient-Party,92.65,0,0
HB-044368,City Hotel,0,26,2023,October,40,4,2023-10-04,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,7.0,,0,Transient,80.85,0,1
HB-098158,City Hotel,0,276,2024,September,38,22,2024-09-22,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,178,Transient-Party,95.67,0,0
HB-074234,City Hotel,1,278,2023,July,29,22,2023-07-22,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Contract,62.0,0,0
HB-003050,Resort Hotel,0,21,2023,November,45,12,2023-11-12,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,334.0,281.0,0,Transient-Party,40.0,0,0
HB-044124,City Hotel,1,27,2023,September,39,30,2023-09-30,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,64.0,,21,Transient,108.0,0,0
HB-068198,City Hotel,1,104,2025,May,20,15,2025-05-15,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,160.0,0,0
HB-037498,Resort Hotel,0,7,2025,June,25,19,2025-06-19,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,135.0,0,Transient,75.0,0,0
HB-039082,Resort Hotel,0,26,2025,July,31,31,2025-07-31,2,5,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,250.0,,0,Transient,259.0,0,1
HB-068715,City Hotel,1,25,2025,May,21,20,2025-05-20,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,90.0,0,0
HB-019122,Resort Hotel,0,0,2023,December,49,8,2023-12-08,0,1,2,0.0,0,BB,JPN,Online TA,TA/TO,1,0,0,G,G,0,No Deposit,241.0,,0,Transient,71.69,1,2
HB-059803,City Hotel,1,28,2024,November,44,2,2024-11-02,0,1,1,0.0,0,SC,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,110.0,0,0
HB-060525,City Hotel,1,50,2024,November,46,13,2024-11-13,2,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,114.0,0,2
HB-025903,Resort Hotel,0,27,2024,July,28,11,2024-07-11,1,3,3,1.0,0,BB,IRL,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,224.0,0,0
HB-054318,City Hotel,1,64,2024,July,28,12,2024-07-12,0,4,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,139.5,0,0
HB-116818,City Hotel,0,49,2025,July,30,23,2025-07-23,2,0,2,1.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,168.5,0,1
HB-002578,Resort Hotel,0,24,2023,October,42,22,2023-10-22,1,3,1,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,E,1,No Deposit,240.0,,0,Transient,56.4,1,1
HB-030846,Resort Hotel,0,72,2024,December,49,2,2024-12-02,2,2,2,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,29.0,0,0
HB-010202,Resort Hotel,1,79,2025,February,8,19,2025-02-19,2,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,42.0,0,0
HB-109988,City Hotel,0,181,2025,April,16,17,2025-04-17,1,2,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,6,No Deposit,9.0,,0,Transient,130.5,0,3
HB-118149,City Hotel,0,7,2025,August,33,12,2025-08-12,2,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,180.0,0,1
HB-038994,Resort Hotel,0,161,2025,August,31,1,2025-08-01,0,4,2,1.0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,134.0,,0,Transient,238.75,0,0
HB-007987,Resort Hotel,1,235,2024,September,36,6,2024-09-06,2,10,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,99.17,0,1
HB-019314,Resort Hotel,0,4,2023,December,50,11,2023-12-11,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,47.0,0,0
HB-032015,Resort Hotel,0,4,2025,January,3,14,2025-01-14,0,1,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,0,No Deposit,168.0,,0,Transient-Party,68.0,0,0
HB-082720,City Hotel,0,0,2024,March,9,1,2024-03-01,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,4,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0
HB-096532,City Hotel,0,66,2024,September,35,1,2024-09-01,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,141.9,0,1
HB-064687,City Hotel,1,37,2025,March,11,15,2025-03-15,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,378.0,,0,Transient,110.0,0,0
HB-077789,City Hotel,0,17,2023,September,39,26,2023-09-26,1,1,1,0.0,0,BB,GRC,Groups,TA/TO,0,0,0,A,A,2,No Deposit,1.0,,0,Transient-Party,170.0,0,0
HB-034566,Resort Hotel,0,226,2025,March,13,25,2025-03-25,2,2,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,314.0,,0,Transient-Party,28.64,0,0
HB-033711,Resort Hotel,0,81,2025,February,8,22,2025-02-22,2,5,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,96.0,,0,Transient,42.0,0,1
HB-094890,City Hotel,0,114,2024,August,32,10,2024-08-10,0,2,3,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,207.0,0,2
HB-018617,Resort Hotel,0,1,2025,February,6,8,2025-02-08,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,1,0,4,A,D,0,No Deposit,240.0,,0,Transient,43.0,0,1
HB-087954,City Hotel,0,13,2024,April,17,26,2024-04-26,0,3,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,58.0,,0,Transient-Party,73.0,0,0
HB-041509,City Hotel,0,46,2023,August,33,17,2023-08-17,1,3,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,62.0,0,1
HB-073822,City Hotel,1,300,2023,August,32,13,2023-08-13,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.8,0,0
HB-076113,City Hotel,1,260,2023,September,38,18,2023-09-18,0,2,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,1,Non Refund,6.0,,0,Transient-Party,80.0,0,0
HB-099143,City Hotel,0,85,2024,October,40,6,2024-10-06,1,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,85.0,0,1
HB-032011,Resort Hotel,0,4,2025,January,3,14,2025-01-14,0,1,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,168.0,,0,Transient-Party,68.0,0,0
HB-051822,City Hotel,1,89,2024,May,21,26,2024-05-26,0,2,3,2.0,0,BB,GBR,Direct,Direct,0,0,0,B,B,0,No Deposit,14.0,,0,Transient,257.55,0,0
HB-028580,Resort Hotel,0,64,2024,September,40,30,2024-09-30,2,4,3,0.0,0,BB,RUS,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,244.0,,0,Transient,105.77,0,0
HB-076134,City Hotel,1,364,2023,October,42,16,2023-10-16,0,2,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,1,Non Refund,6.0,,0,Transient-Party,80.0,0,0
HB-016389,Resort Hotel,0,6,2024,May,22,29,2024-05-29,2,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,4,A,A,0,No Deposit,,154.0,0,Transient,58.0,0,0
HB-093707,City Hotel,0,67,2024,July,30,23,2024-07-23,1,1,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.5,0,1
HB-020541,Resort Hotel,0,0,2024,February,5,1,2024-02-01,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,39.0,0,0
HB-014529,Resort Hotel,0,3,2024,March,13,31,2024-03-31,0,1,1,0.0,0,BB,,Corporate,Corporate,0,0,0,A,E,0,No Deposit,,135.0,0,Transient,42.0,1,0
HB-003760,Resort Hotel,1,113,2024,January,1,2,2024-01-02,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,305.0,,0,Transient,72.0,0,0
HB-078537,City Hotel,1,8,2023,October,42,20,2023-10-20,0,3,1,0.0,0,BB,PRT,Online TA,TA/TO,1,1,0,A,A,0,No Deposit,9.0,,0,Contract,120.0,0,2
HB-084540,City Hotel,0,7,2024,February,9,27,2024-02-27,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,92.0,0,1
HB-088906,City Hotel,0,41,2024,May,19,10,2024-05-10,0,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,101.52,0,2
HB-006724,Resort Hotel,1,0,2024,June,26,27,2024-06-27,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,8.0,0,0
HB-046812,City Hotel,0,151,2024,January,3,19,2024-01-19,0,3,1,0.0,0,BB,DNK,Offline TA/TO,TA/TO,0,0,0,A,D,3,No Deposit,19.0,,63,Transient-Party,71.0,0,0
HB-061170,City Hotel,1,85,2024,December,49,3,2024-12-03,1,1,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,98.0,0,0
HB-095736,City Hotel,0,83,2024,August,34,21,2024-08-21,2,1,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,162.3,0,0
HB-083179,City Hotel,0,2,2024,January,4,23,2024-01-23,0,1,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,D,D,1,No Deposit,45.0,,0,Transient,0.0,1,0
HB-013252,Resort Hotel,1,142,2025,August,32,6,2025-08-06,2,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,220.0,0,0
HB-074910,City Hotel,1,326,2023,September,36,8,2023-09-08,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0
HB-007463,Resort Hotel,1,217,2024,August,32,10,2024-08-10,2,5,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,170.0,0,0
HB-000175,Resort Hotel,0,66,2023,July,27,6,2023-07-06,1,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,175.0,,0,Transient,91.5,0,0
HB-077761,City Hotel,0,11,2023,September,38,23,2023-09-23,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,114.0,0,0
HB-040434,City Hotel,0,16,2023,July,30,25,2023-07-25,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,86.0,0,0
HB-071414,City Hotel,1,282,2025,July,27,5,2025-07-05,0,2,2,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,141.3,0,1
HB-023104,Resort Hotel,0,34,2024,April,15,11,2024-04-11,1,3,2,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,128.0,,0,Transient,60.3,0,0
HB-119013,City Hotel,0,213,2025,August,35,28,2025-08-28,1,3,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0
HB-113182,City Hotel,0,118,2025,May,22,29,2025-05-29,1,5,2,0.0,0,BB,LTU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,145.67,0,2
HB-058961,City Hotel,1,54,2024,October,42,19,2024-10-19,0,2,2,1.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,130.0,0,0
HB-052895,City Hotel,1,26,2024,June,24,14,2024-06-14,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,111.35,0,0
HB-068570,City Hotel,1,105,2025,May,21,19,2025-05-19,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,160.0,0,0
HB-075163,City Hotel,1,283,2023,July,30,27,2023-07-27,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0
HB-090899,City Hotel,0,57,2024,June,24,10,2024-06-10,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,90.67,0,1
HB-039357,Resort Hotel,0,255,2025,August,32,4,2025-08-04,4,8,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,6.0,,0,Transient,151.1,0,0
HB-064521,City Hotel,1,9,2025,March,11,11,2025-03-11,2,3,2,0.0,0,BB,TUR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,103.7,0,0
HB-051693,City Hotel,1,158,2024,May,21,24,2024-05-24,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,31,Transient,130.0,0,0
HB-092332,City Hotel,0,100,2024,July,27,4,2024-07-04,1,0,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,112.5,1,1
HB-002382,Resort Hotel,1,143,2023,October,41,10,2023-10-10,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,96.0,,0,Transient,36.05,0,0
HB-066922,City Hotel,1,156,2025,April,17,26,2025-04-26,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,100.0,0,0
HB-037846,Resort Hotel,0,21,2025,June,27,30,2025-06-30,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,168.0,,0,Transient,130.0,1,0
HB-054349,City Hotel,1,372,2024,July,28,14,2024-07-14,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,59.0,0,0
HB-100368,City Hotel,0,133,2024,October,43,23,2024-10-23,2,2,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,108.38,0,1
HB-054283,City Hotel,1,68,2024,July,28,11,2024-07-11,1,2,2,1.0,1,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,140.0,0,0
HB-104119,City Hotel,0,116,2025,January,1,2,2025-01-02,1,3,1,1.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,88.4,0,2
HB-029337,Resort Hotel,0,123,2024,October,43,21,2024-10-21,2,4,2,0.0,0,BB,SWE,Groups,Corporate,0,0,0,G,G,3,No Deposit,,,0,Transient,115.0,1,0
HB-035207,Resort Hotel,0,31,2025,April,15,13,2025-04-13,0,3,1,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient-Party,127.0,0,2
HB-107486,City Hotel,0,66,2025,March,11,10,2025-03-10,1,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,154.0,,0,Transient-Party,80.0,0,1
HB-010350,Resort Hotel,1,49,2025,February,9,28,2025-02-28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,332.0,,0,Transient,35.0,0,0
HB-044776,City Hotel,0,58,2023,October,41,10,2023-10-10,2,1,2,0.0,1,BB,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Contract,92.75,0,1
HB-082570,City Hotel,0,99,2023,December,52,30,2023-12-30,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,A,0,No Deposit,28.0,,0,Transient,60.67,0,0
HB-111261,City Hotel,0,120,2025,May,19,5,2025-05-05,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,3
HB-065540,City Hotel,1,79,2025,April,14,5,2025-04-05,0,2,1,0.0,0,BB,LUX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,0
HB-065055,City Hotel,1,55,2025,March,12,23,2025-03-23,0,3,3,0.0,0,HB,KEN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,169.2,0,3
HB-016678,Resort Hotel,0,174,2023,September,35,2,2023-09-02,1,4,2,0.0,2,HB,PRT,Direct,Direct,0,0,0,C,C,1,No Deposit,,,0,Transient,120.0,1,2
HB-010045,Resort Hotel,1,238,2025,February,7,10,2025-02-10,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,155.0,,0,Transient,54.0,0,0
HB-111159,City Hotel,0,147,2025,May,18,4,2025-05-04,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,2
HB-006269,Resort Hotel,1,102,2024,May,22,31,2024-05-31,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,80.0,0,0
HB-018079,Resort Hotel,0,0,2023,November,44,1,2023-11-01,1,0,2,0.0,0,FB,ESP,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,6.0,,0,Group,81.9,0,0
HB-026428,Resort Hotel,0,143,2024,July,30,25,2024-07-25,1,5,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,127.2,1,0
HB-097363,City Hotel,0,2,2024,September,37,15,2024-09-15,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,114.73,0,2
HB-077412,City Hotel,0,19,2023,October,40,6,2023-10-06,0,3,2,0.0,1,BB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,1,No Deposit,82.0,,0,Transient-Party,90.0,0,0
HB-089819,City Hotel,0,8,2024,May,21,25,2024-05-25,0,1,1,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.25,0,1
HB-091757,City Hotel,0,265,2024,June,26,24,2024-06-24,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1
HB-075431,City Hotel,1,327,2023,September,36,9,2023-09-09,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0
HB-011785,Resort Hotel,1,216,2025,May,22,30,2025-05-30,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,177.0,,0,Transient,54.0,0,1
HB-077740,City Hotel,0,1,2023,September,38,22,2023-09-22,0,3,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,7.0,,0,Transient,111.65,0,1
HB-113200,City Hotel,0,135,2025,June,22,1,2025-06-01,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,85.0,0,0
HB-109788,City Hotel,0,11,2025,April,16,14,2025-04-14,1,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,110.67,0,2
HB-007642,Resort Hotel,1,81,2024,August,33,18,2024-08-18,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,179.0,0,0
HB-049021,City Hotel,1,34,2024,April,14,4,2024-04-04,1,4,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,131.4,0,0
HB-098869,City Hotel,0,1,2024,October,40,5,2024-10-05,0,1,2,1.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient,140.0,0,0
HB-017660,Resort Hotel,0,287,2023,October,41,15,2023-10-15,1,3,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,D,1,No Deposit,,223.0,0,Transient-Party,44.5,0,0
HB-053065,City Hotel,1,188,2024,June,24,15,2024-06-15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119.0,,39,Transient,130.0,0,0
HB-038965,Resort Hotel,0,230,2025,August,31,1,2025-08-01,0,3,2,0.0,1,BB,CN,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient-Party,155.75,0,2
HB-055727,City Hotel,1,151,2024,August,34,19,2024-08-19,2,3,0,2.0,0,BB,POL,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient,99.3,0,1
HB-089141,City Hotel,0,50,2024,May,20,14,2024-05-14,2,2,2,1.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,115.58,0,2
HB-065449,City Hotel,1,73,2025,April,14,3,2025-04-03,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,20.0,,0,Transient,105.0,0,0
HB-061521,City Hotel,1,6,2024,December,50,15,2024-12-15,1,3,2,0.0,0,SC,IDN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,66.3,0,0
HB-078156,City Hotel,0,206,2023,October,40,2,2023-10-02,1,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,59.07,0,0
